id_venda;cod_cliente;cod_produto;cod_marca;Ano_venda;Mês_venda;Dia_venda;dtc_venda;qtd_venda;val_venda;num_nota;Des_Cliente;nom_produto;des_marca
5292;4;6;5;2015.0;3.0;18.0;18/03/2015;3.0;550.0;608.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
5437;4;6;5;2014.0;11.0;3.0;03/11/2014;3.0;550.0;581.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
5751;4;6;5;2014.0;3.0;18.0;18/03/2014;2.0;550.0;667.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
5861;4;6;5;2014.0;10.0;20.0;20/10/2014;3.0;550.0;1134.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
5919;4;6;5;2014.0;2.0;21.0;21/02/2014;3.0;550.0;1129.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
6167;4;6;5;2015.0;8.0;8.0;08/08/2015;3.0;550.0;513.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
6180;4;6;5;2014.0;8.0;3.0;03/08/2014;3.0;550.0;994.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
6326;4;6;5;2014.0;1.0;10.0;10/01/2014;1.0;550.0;1331.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
6520;4;6;5;2014.0;9.0;1.0;01/09/2014;1.0;550.0;165.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
6625;4;6;5;2015.0;9.0;1.0;01/09/2015;1.0;550.0;221.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
6678;4;6;5;2014.0;5.0;4.0;04/05/2014;3.0;550.0;436.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
7233;4;6;5;2015.0;6.0;3.0;03/06/2015;1.0;550.0;676.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
7289;4;6;5;2015.0;5.0;3.0;03/05/2015;3.0;550.0;206.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
7306;4;6;5;2015.0;10.0;20.0;20/10/2015;1.0;550.0;907.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
7544;4;6;5;2014.0;4.0;22.0;22/04/2014;2.0;550.0;1212.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
7706;4;6;5;2014.0;4.0;13.0;13/04/2014;1.0;550.0;426.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
7719;4;6;5;2015.0;8.0;4.0;04/08/2015;1.0;550.0;497.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
7765;4;6;5;2014.0;10.0;13.0;13/10/2014;2.0;550.0;235.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
7959;4;6;5;2015.0;2.0;1.0;01/02/2015;2.0;550.0;862.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
8034;4;6;5;2014.0;1.0;10.0;10/01/2014;1.0;550.0;13.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
8125;4;6;5;2015.0;11.0;19.0;19/11/2015;1.0;550.0;1207.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
8302;4;6;5;2014.0;4.0;9.0;09/04/2014;2.0;550.0;321.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
8510;4;6;5;2014.0;6.0;27.0;27/06/2014;3.0;550.0;1137.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
8825;4;6;5;2015.0;12.0;11.0;11/12/2015;3.0;550.0;41.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
8922;4;6;5;2015.0;1.0;10.0;10/01/2015;2.0;550.0;3.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
8975;4;6;5;2014.0;4.0;22.0;22/04/2014;1.0;550.0;92.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
8984;4;6;5;2015.0;7.0;21.0;21/07/2015;3.0;550.0;786.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
9219;4;6;5;2014.0;12.0;26.0;26/12/2014;1.0;550.0;1266.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
9538;4;6;5;2015.0;3.0;20.0;20/03/2015;2.0;550.0;419.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
9804;4;6;5;2015.0;11.0;6.0;06/11/2015;1.0;550.0;17.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
9986;4;6;5;2014.0;10.0;19.0;19/10/2014;1.0;550.0;202.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
10106;4;6;5;2014.0;7.0;10.0;10/07/2014;1.0;550.0;292.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
10243;4;6;5;2015.0;5.0;8.0;08/05/2015;3.0;550.0;481.0;TOM JOBIM;NOTEBOOK ;SAMSUNG
236;5;6;5;2014.0;3.0;15.0;15/03/2014;2.0;550.0;75.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
283;5;6;5;2014.0;9.0;22.0;22/09/2014;3.0;550.0;1332.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
464;5;6;5;2014.0;5.0;27.0;27/05/2014;2.0;550.0;1007.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
533;5;6;5;2015.0;12.0;15.0;15/12/2015;2.0;550.0;583.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
552;5;6;5;2014.0;8.0;14.0;14/08/2014;3.0;550.0;460.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
610;5;6;5;2014.0;12.0;22.0;22/12/2014;1.0;550.0;1139.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
647;5;6;5;2014.0;10.0;4.0;04/10/2014;2.0;550.0;1017.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
674;5;6;5;2015.0;3.0;24.0;24/03/2015;2.0;550.0;792.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
937;5;6;5;2014.0;9.0;26.0;26/09/2014;2.0;550.0;1300.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
949;5;6;5;2015.0;5.0;11.0;11/05/2015;3.0;550.0;253.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
1296;5;6;5;2014.0;7.0;16.0;16/07/2014;1.0;550.0;512.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
1389;5;6;5;2015.0;3.0;27.0;27/03/2015;3.0;550.0;1085.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
1664;5;6;5;2015.0;5.0;4.0;04/05/2015;1.0;550.0;479.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
1675;5;6;5;2014.0;4.0;20.0;20/04/2014;1.0;550.0;862.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
1755;5;6;5;2015.0;9.0;18.0;18/09/2015;1.0;550.0;942.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
1764;5;6;5;2014.0;9.0;27.0;27/09/2014;3.0;550.0;205.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
1867;5;6;5;2014.0;8.0;15.0;15/08/2014;3.0;550.0;1042.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
2015;5;6;5;2014.0;8.0;15.0;15/08/2014;1.0;550.0;1446.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
2354;5;6;5;2014.0;12.0;1.0;01/12/2014;2.0;550.0;1434.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
2374;5;6;5;2015.0;2.0;18.0;18/02/2015;3.0;550.0;1242.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
2382;5;6;5;2015.0;8.0;8.0;08/08/2015;3.0;550.0;1008.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
2411;5;6;5;2015.0;3.0;17.0;17/03/2015;1.0;550.0;1364.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
2552;5;6;5;2015.0;7.0;28.0;28/07/2015;3.0;550.0;830.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
3077;5;6;5;2015.0;8.0;3.0;03/08/2015;2.0;550.0;193.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
3255;5;6;5;2014.0;5.0;23.0;23/05/2014;3.0;550.0;176.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
3384;5;6;5;2014.0;8.0;17.0;17/08/2014;3.0;550.0;60.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
3727;5;6;5;2014.0;11.0;11.0;11/11/2014;1.0;550.0;326.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
3789;5;6;5;2015.0;9.0;18.0;18/09/2015;3.0;550.0;100.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
3831;5;6;5;2014.0;1.0;25.0;25/01/2014;1.0;550.0;1291.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
4191;5;6;5;2015.0;6.0;12.0;12/06/2015;1.0;550.0;688.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
4210;5;6;5;2015.0;10.0;8.0;08/10/2015;2.0;550.0;1499.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
4263;5;6;5;2014.0;11.0;7.0;07/11/2014;3.0;550.0;312.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
4304;5;6;5;2014.0;5.0;5.0;05/05/2014;3.0;550.0;887.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
4336;5;6;5;2014.0;4.0;17.0;17/04/2014;3.0;550.0;1426.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
4345;5;6;5;2014.0;3.0;24.0;24/03/2014;3.0;550.0;194.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
4410;5;6;5;2014.0;12.0;3.0;03/12/2014;2.0;550.0;867.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
4434;5;6;5;2015.0;1.0;22.0;22/01/2015;2.0;550.0;731.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
4593;5;6;5;2015.0;10.0;4.0;04/10/2015;3.0;550.0;696.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
4621;5;6;5;2015.0;4.0;2.0;02/04/2015;3.0;550.0;21.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
4704;5;6;5;2014.0;9.0;12.0;12/09/2014;3.0;550.0;697.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
4884;5;6;5;2014.0;11.0;9.0;09/11/2014;2.0;550.0;169.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
4897;5;6;5;2015.0;10.0;5.0;05/10/2015;3.0;550.0;672.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
4963;5;6;5;2015.0;12.0;4.0;04/12/2015;1.0;550.0;1024.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
5013;5;6;5;2014.0;4.0;2.0;02/04/2014;3.0;550.0;712.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
5038;5;6;5;2015.0;3.0;21.0;21/03/2015;1.0;550.0;27.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
5234;5;6;5;2014.0;9.0;17.0;17/09/2014;3.0;550.0;1337.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
5418;5;6;5;2014.0;5.0;21.0;21/05/2014;1.0;550.0;505.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
5423;5;6;5;2014.0;6.0;6.0;06/06/2014;3.0;550.0;1438.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
5798;5;6;5;2015.0;12.0;5.0;05/12/2015;2.0;550.0;1189.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
6133;5;6;5;2014.0;2.0;6.0;06/02/2014;2.0;550.0;605.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
6239;5;6;5;2014.0;8.0;9.0;09/08/2014;3.0;550.0;1198.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
6325;5;6;5;2015.0;3.0;6.0;06/03/2015;3.0;550.0;573.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
6433;5;6;5;2014.0;11.0;28.0;28/11/2014;1.0;550.0;106.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
6466;5;6;5;2015.0;9.0;11.0;11/09/2015;3.0;550.0;89.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
6547;5;6;5;2014.0;4.0;1.0;01/04/2014;1.0;550.0;360.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
6788;5;6;5;2015.0;3.0;10.0;10/03/2015;3.0;550.0;45.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
6898;5;6;5;2015.0;9.0;18.0;18/09/2015;1.0;550.0;636.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
7040;5;6;5;2014.0;3.0;18.0;18/03/2014;2.0;550.0;949.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
7146;5;6;5;2014.0;4.0;15.0;15/04/2014;3.0;550.0;1328.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
7185;5;6;5;2014.0;2.0;19.0;19/02/2014;3.0;550.0;190.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
7369;5;6;5;2014.0;7.0;5.0;05/07/2014;2.0;550.0;589.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
7691;5;6;5;2015.0;3.0;15.0;15/03/2015;3.0;550.0;746.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
7705;5;6;5;2014.0;10.0;26.0;26/10/2014;1.0;550.0;1396.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
7709;5;6;5;2015.0;7.0;17.0;17/07/2015;1.0;550.0;420.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
7849;5;6;5;2014.0;2.0;8.0;08/02/2014;3.0;550.0;380.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
7895;5;6;5;2015.0;3.0;1.0;01/03/2015;1.0;550.0;520.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
8066;5;6;5;2014.0;8.0;6.0;06/08/2014;3.0;550.0;648.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
8238;5;6;5;2015.0;6.0;17.0;17/06/2015;2.0;550.0;1334.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
8699;5;6;5;2015.0;2.0;25.0;25/02/2015;2.0;550.0;136.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
8949;5;6;5;2015.0;5.0;15.0;15/05/2015;1.0;550.0;306.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
8960;5;6;5;2015.0;12.0;4.0;04/12/2015;3.0;550.0;689.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
9053;5;6;5;2015.0;5.0;22.0;22/05/2015;1.0;550.0;822.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
9168;5;6;5;2015.0;3.0;4.0;04/03/2015;1.0;550.0;943.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
9204;5;6;5;2014.0;8.0;3.0;03/08/2014;1.0;550.0;780.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
9221;5;6;5;2015.0;5.0;4.0;04/05/2015;2.0;550.0;100.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
10010;5;6;5;2014.0;5.0;22.0;22/05/2014;1.0;550.0;874.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
10100;5;6;5;2015.0;3.0;24.0;24/03/2015;3.0;550.0;490.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
10156;5;6;5;2015.0;6.0;5.0;05/06/2015;2.0;550.0;410.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
10273;5;6;5;2014.0;4.0;26.0;26/04/2014;2.0;550.0;1379.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
10493;5;6;5;2014.0;10.0;18.0;18/10/2014;3.0;550.0;1170.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
10509;5;6;5;2014.0;12.0;28.0;28/12/2014;3.0;550.0;1392.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
10528;5;6;5;2015.0;6.0;24.0;24/06/2015;1.0;550.0;1000.0;EDSON ARANTES;NOTEBOOK ;SAMSUNG
98;6;6;5;2014.0;12.0;19.0;19/12/2014;1.0;550.0;40.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
122;6;6;5;2014.0;11.0;12.0;12/11/2014;2.0;550.0;349.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
197;6;6;5;2015.0;4.0;17.0;17/04/2015;3.0;550.0;83.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
257;6;6;5;2015.0;4.0;8.0;08/04/2015;3.0;550.0;595.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
537;6;6;5;2014.0;8.0;10.0;10/08/2014;1.0;550.0;1129.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
769;6;6;5;2014.0;11.0;15.0;15/11/2014;3.0;550.0;812.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
860;6;6;5;2014.0;7.0;12.0;12/07/2014;1.0;550.0;166.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
1106;6;6;5;2014.0;7.0;22.0;22/07/2014;1.0;550.0;127.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
1292;6;6;5;2014.0;8.0;15.0;15/08/2014;2.0;550.0;1335.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
1351;6;6;5;2014.0;6.0;16.0;16/06/2014;3.0;550.0;1473.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
1436;6;6;5;2014.0;3.0;6.0;06/03/2014;2.0;550.0;1044.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
1774;6;6;5;2015.0;8.0;22.0;22/08/2015;2.0;550.0;538.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
1871;6;6;5;2014.0;3.0;14.0;14/03/2014;1.0;550.0;455.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
2584;6;6;5;2014.0;1.0;21.0;21/01/2014;3.0;550.0;903.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
2604;6;6;5;2014.0;1.0;23.0;23/01/2014;3.0;550.0;166.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
2616;6;6;5;2015.0;5.0;25.0;25/05/2015;1.0;550.0;69.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
2716;6;6;5;2015.0;11.0;12.0;12/11/2015;3.0;550.0;225.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
2770;6;6;5;2014.0;5.0;12.0;12/05/2014;1.0;550.0;1331.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
3239;6;6;5;2015.0;5.0;8.0;08/05/2015;2.0;550.0;526.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
3434;6;6;5;2014.0;1.0;11.0;11/01/2014;3.0;550.0;910.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
3624;6;6;5;2014.0;5.0;3.0;03/05/2014;3.0;550.0;448.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
3635;6;6;5;2014.0;6.0;7.0;07/06/2014;3.0;550.0;818.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
3900;6;6;5;2015.0;4.0;6.0;06/04/2015;3.0;550.0;1412.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
4053;6;6;5;2014.0;2.0;10.0;10/02/2014;1.0;550.0;1131.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
4229;6;6;5;2015.0;1.0;19.0;19/01/2015;1.0;550.0;73.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
4466;6;6;5;2014.0;8.0;22.0;22/08/2014;3.0;550.0;1302.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
4542;6;6;5;2015.0;6.0;15.0;15/06/2015;2.0;550.0;19.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
4660;6;6;5;2015.0;4.0;6.0;06/04/2015;1.0;550.0;498.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
4685;6;6;5;2015.0;5.0;27.0;27/05/2015;2.0;550.0;959.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
4986;6;6;5;2015.0;1.0;26.0;26/01/2015;3.0;550.0;369.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
5169;6;6;5;2015.0;9.0;6.0;06/09/2015;3.0;550.0;1497.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
5263;6;6;5;2015.0;4.0;8.0;08/04/2015;2.0;550.0;880.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
5291;6;6;5;2014.0;12.0;9.0;09/12/2014;1.0;550.0;238.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
5399;6;6;5;2015.0;8.0;8.0;08/08/2015;2.0;550.0;1265.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
5456;6;6;5;2014.0;7.0;12.0;12/07/2014;2.0;550.0;97.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
5581;6;6;5;2015.0;4.0;15.0;15/04/2015;1.0;550.0;1044.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
5648;6;6;5;2014.0;1.0;11.0;11/01/2014;2.0;550.0;1006.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
6078;6;6;5;2015.0;4.0;17.0;17/04/2015;2.0;550.0;996.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
6117;6;6;5;2014.0;4.0;2.0;02/04/2014;2.0;550.0;1004.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
6160;6;6;5;2014.0;8.0;13.0;13/08/2014;3.0;550.0;1418.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
6217;6;6;5;2014.0;5.0;22.0;22/05/2014;3.0;550.0;1199.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
6233;6;6;5;2014.0;12.0;8.0;08/12/2014;3.0;550.0;1232.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
7003;6;6;5;2015.0;9.0;5.0;05/09/2015;2.0;550.0;1076.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
7111;6;6;5;2015.0;12.0;8.0;08/12/2015;2.0;550.0;840.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
7318;6;6;5;2015.0;4.0;8.0;08/04/2015;3.0;550.0;1352.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
7323;6;6;5;2015.0;7.0;15.0;15/07/2015;2.0;550.0;569.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
7502;6;6;5;2014.0;9.0;2.0;02/09/2014;3.0;550.0;182.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
7695;6;6;5;2015.0;11.0;4.0;04/11/2015;2.0;550.0;850.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
7716;6;6;5;2015.0;10.0;2.0;02/10/2015;3.0;550.0;1146.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
7841;6;6;5;2014.0;6.0;9.0;09/06/2014;1.0;550.0;803.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
7853;6;6;5;2014.0;6.0;21.0;21/06/2014;2.0;550.0;132.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
8016;6;6;5;2014.0;2.0;16.0;16/02/2014;1.0;550.0;1035.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
8201;6;6;5;2014.0;8.0;4.0;04/08/2014;2.0;550.0;1388.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
8294;6;6;5;2015.0;12.0;21.0;21/12/2015;3.0;550.0;1310.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
8337;6;6;5;2015.0;11.0;11.0;11/11/2015;1.0;550.0;1470.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
8362;6;6;5;2014.0;2.0;24.0;24/02/2014;1.0;550.0;39.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
8382;6;6;5;2015.0;5.0;16.0;16/05/2015;3.0;550.0;966.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
8413;6;6;5;2015.0;11.0;12.0;12/11/2015;3.0;550.0;1193.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
8467;6;6;5;2015.0;4.0;15.0;15/04/2015;1.0;550.0;821.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
8528;6;6;5;2014.0;9.0;28.0;28/09/2014;1.0;550.0;1096.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
8921;6;6;5;2015.0;4.0;8.0;08/04/2015;2.0;550.0;853.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
9047;6;6;5;2014.0;7.0;24.0;24/07/2014;3.0;550.0;1171.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
9256;6;6;5;2014.0;5.0;13.0;13/05/2014;2.0;550.0;900.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
9361;6;6;5;2015.0;10.0;12.0;12/10/2015;2.0;550.0;942.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
9585;6;6;5;2014.0;6.0;2.0;02/06/2014;3.0;550.0;890.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
9718;6;6;5;2014.0;4.0;20.0;20/04/2014;3.0;550.0;245.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
9742;6;6;5;2015.0;8.0;5.0;05/08/2015;2.0;550.0;150.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
9841;6;6;5;2015.0;4.0;21.0;21/04/2015;1.0;550.0;1316.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
9861;6;6;5;2015.0;9.0;20.0;20/09/2015;3.0;550.0;934.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
9987;6;6;5;2014.0;3.0;11.0;11/03/2014;2.0;550.0;1084.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
10393;6;6;5;2014.0;5.0;17.0;17/05/2014;2.0;550.0;1296.0;REGINALDO ROSSI;NOTEBOOK ;SAMSUNG
181;1;7;5;2015.0;7.0;26.0;26/07/2015;2.0;52.9;241.0;JOÃO DO PULO;CELULAR 4GB;SAMSUNG
318;1;7;5;2015.0;11.0;13.0;13/11/2015;1.0;52.9;738.0;JOÃO DO PULO;CELULAR 4GB;SAMSUNG
382;1;7;5;2015.0;1.0;19.0;19/01/2015;1.0;52.9;655.0;JOÃO DO PULO;CELULAR 4GB;SAMSUNG
763;1;7;5;2015.0;1.0;11.0;11/01/2015;1.0;52.9;858.0;JOÃO DO PULO;CELULAR 4GB;SAMSUNG
801;1;7;5;2015.0;3.0;27.0;27/03/2015;2.0;52.9;287.0;JOÃO DO PULO;CELULAR 4GB;SAMSUNG
891;1;7;5;2015.0;1.0;18.0;18/01/2015;2.0;52.9;62.0;JOÃO DO PULO;CELULAR 4GB;SAMSUNG
1051;1;7;5;2014.0;12.0;19.0;19/12/2014;3.0;52.9;1233.0;JOÃO DO PULO;CELULAR 4GB;SAMSUNG
1358;1;7;5;2015.0;4.0;7.0;07/04/2015;2.0;52.9;944.0;JOÃO DO PULO;CELULAR 4GB;SAMSUNG
1565;1;7;5;2015.0;4.0;21.0;21/04/2015;3.0;52.9;1476.0;JOÃO DO PULO;CELULAR 4GB;SAMSUNG
1806;1;7;5;2015.0;10.0;5.0;05/10/2015;2.0;52.9;1401.0;JOÃO DO PULO;CELULAR 4GB;SAMSUNG
1858;1;7;5;2014.0;9.0;19.0;19/09/2014;3.0;52.9;51.0;JOÃO DO PULO;CELULAR 4GB;SAMSUNG
1890;1;7;5;2014.0;7.0;5.0;05/07/2014;2.0;52.9;516.0;JOÃO DO PULO;CELULAR 4GB;SAMSUNG
1942;1;7;5;2015.0;1.0;2.0;02/01/2015;1.0;52.9;543.0;JOÃO DO PULO;CELULAR 4GB;SAMSUNG
